date,temp_max,temp_min,precip_sum,wind_speed_max,humidity
1994-01-01,28.4,15.5,0.0,8.7,61
1994-01-02,28.4,13.5,0.0,8.9,58
1994-01-03,28.8,13.8,0.0,8.7,59
1994-01-04,29.2,13.1,0.0,9.1,57
1994-01-05,28.8,14.5,0.0,8.9,61
1994-01-06,28.8,16.3,0.0,7.1,66
1994-01-07,28.8,16.2,0.0,6.6,62
1994-01-08,28.6,15.3,0.0,6.6,66
1994-01-09,29.6,14.2,0.0,7.5,57
1994-01-10,28.5,15.6,0.0,6.6,65
1994-01-11,28.3,17.5,0.0,8.7,58
1994-01-12,28.7,16.0,0.0,8.4,59
1994-01-13,29.2,16.0,0.0,9.7,60
1994-01-14,29.6,17.0,0.0,10.5,59
1994-01-15,29.3,18.3,1.7,13.9,69
1994-01-16,27.5,19.0,4.4,15.8,72
1994-01-17,26.5,14.3,0.0,9.5,58
1994-01-18,25.5,12.1,0.0,9.8,56
1994-01-19,26.5,13.5,0.0,8.1,60
1994-01-20,27.8,14.3,0.0,8.0,57
1994-01-21,29.0,14.8,0.0,8.6,51
1994-01-22,28.8,15.7,0.0,9.4,53
1994-01-23,29.9,15.5,0.0,8.1,56
1994-01-24,30.2,15.6,0.0,8.2,57
1994-01-25,31.2,16.6,0.0,13.4,52
1994-01-26,31.1,14.3,0.0,9.2,48
1994-01-27,31.4,15.6,0.0,7.4,55
1994-01-28,31.7,15.8,0.0,6.6,58
1994-01-29,31.9,17.7,0.0,13.0,61
1994-01-30,32.9,17.5,0.0,16.9,62
1994-01-31,28.4,18.9,1.4,10.5,77
1994-02-01,27.7,20.0,7.8,10.5,76
1994-02-02,23.8,17.5,21.6,10.6,89
1994-02-03,25.4,15.1,0.0,7.9,74
1994-02-04,25.8,14.2,0.0,8.8,69
1994-02-05,27.4,16.0,0.0,10.0,67
1994-02-06,28.6,14.8,0.0,8.8,66
1994-02-07,29.8,15.5,0.0,9.7,64
1994-02-08,30.5,16.6,0.3,14.8,59
1994-02-09,27.6,18.2,1.0,11.9,68
1994-02-10,28.4,17.2,0.0,10.0,66
1994-02-11,28.6,15.6,0.0,12.1,68
1994-02-12,27.8,18.3,3.6,8.2,79
1994-02-13,28.2,19.6,0.7,12.1,75
1994-02-14,28.3,17.8,0.0,12.7,76
1994-02-15,26.2,20.1,18.7,7.1,87
1994-02-16,24.4,20.0,6.9,7.1,91
1994-02-17,28.1,20.2,0.0,7.9,78
1994-02-18,28.9,21.1,0.8,6.8,80
1994-02-19,30.1,19.7,0.0,11.1,73
1994-02-20,30.9,20.5,0.5,10.4,78
1994-02-21,32.6,21.2,0.0,13.3,74
1994-02-22,31.7,20.7,0.0,12.8,64
1994-02-23,29.9,18.3,0.0,10.6,64
1994-02-24,29.0,16.3,0.0,11.9,59
1994-02-25,29.9,16.8,0.0,9.0,58
1994-02-26,30.7,16.4,0.0,7.4,55
1994-02-27,32.6,18.2,0.0,9.8,53
1994-02-28,33.3,18.0,0.0,15.0,60
1994-03-01,33.5,18.6,0.0,10.3,60
1994-03-02,32.6,18.6,0.0,12.4,60
1994-03-03,33.7,20.4,0.0,13.0,60
1994-03-04,34.5,20.3,0.0,12.8,59
1994-03-05,36.8,20.8,0.0,15.8,51
1994-03-06,37.8,22.4,0.0,11.7,49
1994-03-07,36.3,21.3,0.0,15.0,64
1994-03-08,34.7,22.5,3.3,12.4,77
1994-03-09,34.1,22.2,0.0,14.2,64
1994-03-10,35.3,22.4,0.0,13.5,59
1994-03-11,35.4,23.4,0.0,12.3,61
1994-03-12,36.5,23.3,0.0,13.0,60
1994-03-13,37.4,23.6,0.0,16.0,62
1994-03-14,37.2,23.8,0.0,17.1,63
1994-03-15,38.6,23.8,0.0,16.5,58
1994-03-16,38.2,23.3,0.0,16.2,58
1994-03-17,39.8,24.2,0.0,14.9,53
1994-03-18,40.2,23.7,0.0,15.6,41
1994-03-19,39.8,22.1,0.0,13.7,33
1994-03-20,40.3,23.7,0.0,14.3,47
1994-03-21,39.5,24.8,0.0,18.7,55
1994-03-22,38.9,23.8,0.0,17.7,60
1994-03-23,36.8,25.7,0.5,15.2,68
1994-03-24,37.2,25.9,0.0,17.1,64
1994-03-25,36.8,25.1,0.0,18.7,65
1994-03-26,36.0,23.8,0.3,22.7,67
1994-03-27,38.5,24.9,0.0,20.0,60
1994-03-28,36.5,24.9,0.2,18.7,68
1994-03-29,36.7,25.7,0.2,17.0,67
1994-03-30,38.5,25.7,0.0,19.8,65
1994-03-31,39.5,25.0,1.6,16.1,61
1994-04-01,35.9,24.9,5.7,20.5,63
1994-04-02,33.2,23.9,9.1,14.7,78
1994-04-03,33.2,24.4,0.2,17.7,73
1994-04-04,35.5,24.3,4.3,12.3,72
1994-04-05,36.3,24.3,2.0,14.1,71
1994-04-06,37.9,25.4,0.0,11.2,61
1994-04-07,37.2,24.9,1.9,13.9,65
1994-04-08,36.5,24.7,0.0,9.5,50
1994-04-09,36.7,27.2,0.0,9.0,46
1994-04-10,37.1,26.0,0.0,12.5,39
1994-04-11,38.3,25.4,0.0,8.4,45
1994-04-12,32.3,26.4,0.1,20.6,48
1994-04-13,38.4,22.1,0.0,10.1,40
1994-04-14,39.3,26.7,0.1,13.0,49
1994-04-15,39.5,25.1,0.0,17.3,54
1994-04-16,37.4,26.3,2.8,11.3,58
1994-04-17,37.2,25.8,4.4,12.0,63
1994-04-18,37.1,25.0,2.8,16.1,71
1994-04-19,36.2,26.8,6.6,13.7,73
1994-04-20,37.3,24.5,1.1,14.6,74
1994-04-21,38.1,26.9,1.8,16.2,70
1994-04-22,38.3,26.0,0.5,17.7,68
1994-04-23,36.8,26.8,1.5,12.9,66
1994-04-24,36.1,25.7,18.8,11.0,75
1994-04-25,36.6,26.2,7.3,11.9,77
1994-04-26,36.2,24.9,47.8,14.8,78
1994-04-27,36.1,25.0,0.2,13.3,72
1994-04-28,35.7,26.2,0.0,11.0,74
1994-04-29,34.6,26.3,0.1,10.8,73
1994-04-30,34.8,24.5,0.0,13.0,71
1994-05-01,34.9,25.5,0.0,10.8,67
1994-05-02,36.3,25.0,0.0,14.2,65
1994-05-03,39.0,27.4,0.0,14.8,62
1994-05-04,40.4,27.6,0.0,12.4,53
1994-05-05,40.4,27.3,0.0,12.1,53
1994-05-06,41.1,27.4,0.0,13.4,55
1994-05-07,41.5,26.6,0.0,14.4,50
1994-05-08,41.1,27.9,0.0,12.0,47
1994-05-09,39.6,27.8,1.2,12.8,66
1994-05-10,37.6,28.0,0.0,12.6,68
1994-05-11,38.5,28.2,3.1,11.2,69
1994-05-12,38.6,27.5,2.2,13.4,70
1994-05-13,38.8,28.0,2.9,17.1,69
1994-05-14,39.6,27.7,0.0,15.2,65
1994-05-15,39.3,27.5,0.0,15.5,69
1994-05-16,39.5,27.7,0.0,16.7,64
1994-05-17,40.0,26.4,2.0,18.2,69
1994-05-18,38.6,27.5,0.0,18.2,72
1994-05-19,38.1,28.2,0.2,17.0,71
1994-05-20,38.5,26.9,19.5,13.8,76
1994-05-21,36.1,27.9,1.4,9.6,76
1994-05-22,35.9,27.8,2.8,13.0,76
1994-05-23,36.1,27.5,0.3,14.8,76
1994-05-24,35.2,27.0,7.4,12.6,77
1994-05-25,34.2,27.5,1.6,12.1,75
1994-05-26,35.0,27.2,0.0,12.0,74
1994-05-27,36.9,27.0,0.1,16.0,70
1994-05-28,37.9,27.6,0.0,16.3,68
1994-05-29,38.9,28.0,0.0,16.9,68
1994-05-30,38.3,28.5,0.0,21.6,67
1994-05-31,38.9,27.8,0.0,19.9,64
1994-06-01,41.1,28.6,0.0,21.3,64
1994-06-02,39.5,29.1,0.2,20.0,67
1994-06-03,41.2,29.2,0.0,17.6,65
1994-06-04,41.5,29.7,0.0,19.4,63
1994-06-05,38.7,29.6,6.9,16.4,68
1994-06-06,36.6,28.9,0.0,13.5,68
1994-06-07,37.9,27.4,6.9,11.7,76
1994-06-08,37.3,28.4,0.6,15.1,68
1994-06-09,34.5,28.9,17.6,11.3,81
1994-06-10,31.6,27.7,11.7,12.0,84
1994-06-11,30.3,25.4,12.4,8.0,89
1994-06-12,31.3,26.0,11.3,9.8,85
1994-06-13,30.9,26.4,5.8,9.4,85
1994-06-14,27.3,25.4,25.8,15.8,92
1994-06-15,26.2,25.4,151.3,22.4,91
1994-06-16,29.2,25.2,35.3,19.3,87
1994-06-17,31.3,26.0,0.2,16.1,75
1994-06-18,29.9,25.5,8.5,16.3,77
1994-06-19,27.3,25.0,47.8,17.3,91
1994-06-20,26.5,25.3,80.0,12.4,93
1994-06-21,29.6,25.0,4.2,17.0,85
1994-06-22,28.6,25.2,0.2,15.9,77
1994-06-23,29.5,25.6,0.0,15.9,79
1994-06-24,31.2,25.9,3.9,13.7,81
1994-06-25,31.3,25.8,8.3,12.3,87
1994-06-26,28.0,25.4,16.1,15.9,89
1994-06-27,26.2,25.1,177.9,15.8,94
1994-06-28,28.2,24.9,11.8,15.3,90
1994-06-29,31.3,26.0,5.4,13.3,86
1994-06-30,30.5,25.8,13.9,9.7,90
1994-07-01,32.0,25.1,8.6,10.8,86
1994-07-02,30.5,25.0,23.1,9.8,90
1994-07-03,28.5,25.1,12.4,12.4,90
1994-07-04,31.1,25.0,1.8,11.8,87
1994-07-05,32.1,25.6,0.0,11.8,78
1994-07-06,33.0,26.0,0.1,16.7,77
1994-07-07,30.7,26.0,7.6,17.3,82
1994-07-08,27.3,24.7,13.4,15.8,91
1994-07-09,28.7,24.5,15.5,12.3,89
1994-07-10,31.2,24.8,5.1,8.4,89
1994-07-11,30.2,25.3,17.8,8.9,89
1994-07-12,28.4,25.2,14.6,12.0,91
1994-07-13,29.1,24.8,10.8,20.6,85
1994-07-14,28.4,25.8,4.6,14.1,84
1994-07-15,28.9,25.5,0.9,13.8,84
1994-07-16,26.3,24.9,88.1,13.8,93
1994-07-17,29.6,24.9,4.3,15.6,85
1994-07-18,28.7,24.9,10.7,15.6,88
1994-07-19,27.2,24.5,12.7,20.2,89
1994-07-20,29.5,25.2,7.0,14.9,87
1994-07-21,29.8,25.3,4.4,13.6,85
1994-07-22,31.0,25.3,3.1,16.3,81
1994-07-23,32.4,25.9,0.4,14.6,79
1994-07-24,31.8,25.8,3.7,11.8,85
1994-07-25,31.7,25.4,6.2,13.2,85
1994-07-26,32.2,25.7,7.1,16.1,85
1994-07-27,31.3,25.4,21.3,14.1,89
1994-07-28,29.7,25.8,3.3,15.2,86
1994-07-29,27.0,25.7,7.5,18.7,89
1994-07-30,28.3,24.8,24.5,20.3,89
1994-07-31,27.6,24.6,9.5,14.1,90
1994-08-01,30.8,25.5,0.8,10.0,81
1994-08-02,30.8,25.7,1.1,13.3,82
1994-08-03,26.7,25.1,17.5,18.4,92
1994-08-04,31.9,25.7,6.8,15.7,81
1994-08-05,31.2,25.3,0.1,17.3,77
1994-08-06,31.2,26.2,6.4,12.4,80
1994-08-07,27.0,25.8,2.2,15.5,79
1994-08-08,29.0,25.2,3.1,18.6,85
1994-08-09,29.3,25.2,5.2,12.8,86
1994-08-10,29.1,25.3,7.0,18.8,88
1994-08-11,31.0,25.5,7.4,13.0,86
1994-08-12,30.6,25.1,10.5,10.4,88
1994-08-13,30.3,25.3,2.5,12.1,88
1994-08-14,32.3,25.6,1.7,14.8,82
1994-08-15,29.2,25.9,16.9,17.7,86
1994-08-16,26.4,25.3,75.5,20.7,93
1994-08-17,29.2,25.1,23.6,16.9,90
1994-08-18,29.1,25.6,30.7,13.3,88
1994-08-19,31.3,25.0,2.0,11.3,87
1994-08-20,30.2,25.3,0.1,12.7,84
1994-08-21,30.5,25.0,21.5,8.1,88
1994-08-22,30.5,24.9,12.8,13.4,90
1994-08-23,30.7,24.9,4.3,12.7,85
1994-08-24,28.8,24.8,12.1,14.5,89
1994-08-25,29.6,24.3,12.0,14.2,89
1994-08-26,31.4,24.3,12.3,5.9,88
1994-08-27,30.5,24.7,18.7,10.8,87
1994-08-28,28.1,24.7,37.5,16.3,92
1994-08-29,29.0,24.4,11.5,17.1,89
1994-08-30,30.9,24.8,6.9,10.7,88
1994-08-31,29.3,25.0,9.2,10.9,88
1994-09-01,28.9,24.7,1.8,9.7,89
1994-09-02,28.9,24.9,11.4,5.8,89
1994-09-03,27.9,24.4,15.9,21.3,92
1994-09-04,27.0,24.9,39.6,24.6,90
1994-09-05,30.3,24.1,7.4,13.6,90
1994-09-06,32.1,24.5,1.6,10.8,85
1994-09-07,32.0,24.8,2.1,11.3,84
1994-09-08,32.6,24.7,0.0,12.1,78
1994-09-09,32.4,25.3,0.1,14.5,81
1994-09-10,30.5,25.3,12.4,12.2,89
1994-09-11,31.9,24.8,8.1,13.2,86
1994-09-12,31.0,25.3,0.4,15.3,84
1994-09-13,30.6,25.3,11.9,10.2,89
1994-09-14,29.8,24.6,19.0,10.7,90
1994-09-15,30.0,24.4,10.3,11.5,88
1994-09-16,27.1,24.6,51.9,22.5,94
1994-09-17,28.8,24.6,77.6,21.7,91
1994-09-18,32.3,25.2,6.6,10.7,84
1994-09-19,31.3,25.1,0.0,18.4,75
1994-09-20,30.2,25.2,0.0,15.8,77
1994-09-21,32.2,23.1,0.0,10.7,75
1994-09-22,32.8,23.6,0.0,9.1,74
1994-09-23,32.8,24.1,0.2,8.7,78
1994-09-24,32.3,24.5,0.0,6.6,76
1994-09-25,32.1,24.4,0.5,7.0,80
1994-09-26,32.0,25.1,5.7,5.4,84
1994-09-27,31.9,24.0,0.0,7.9,79
1994-09-28,31.6,23.2,0.0,5.9,74
1994-09-29,31.7,24.6,0.0,6.9,71
1994-09-30,31.5,24.6,0.0,7.9,75
1994-10-01,31.4,25.0,0.2,9.5,78
1994-10-02,30.8,24.7,5.0,7.6,86
1994-10-03,30.1,24.4,5.0,10.6,87
1994-10-04,28.3,23.9,9.6,12.2,90
1994-10-05,26.6,23.9,9.9,9.8,94
1994-10-06,28.6,24.1,5.8,16.6,92
1994-10-07,28.6,24.3,5.4,11.9,92
1994-10-08,30.6,23.8,9.0,14.1,89
1994-10-09,30.4,24.6,5.3,12.8,86
1994-10-10,30.8,24.0,0.6,9.0,85
1994-10-11,32.1,24.0,0.0,7.7,77
1994-10-12,32.4,20.8,0.0,7.1,74
1994-10-13,32.4,21.1,0.0,7.6,73
1994-10-14,32.1,20.2,0.0,7.2,73
1994-10-15,32.0,22.5,0.0,5.7,69
1994-10-16,31.2,23.5,0.0,8.3,73
1994-10-17,30.5,21.4,0.0,13.6,70
1994-10-18,29.0,20.6,2.0,15.5,73
1994-10-19,29.5,21.7,1.6,9.7,81
1994-10-20,29.4,22.0,5.3,9.0,88
1994-10-21,29.6,22.9,0.8,10.1,84
1994-10-22,28.7,22.5,5.8,11.3,88
1994-10-23,27.2,22.2,6.9,12.9,89
1994-10-24,28.6,22.5,1.5,16.1,87
1994-10-25,28.7,22.2,1.5,10.6,87
1994-10-26,29.4,21.8,0.7,6.5,85
1994-10-27,29.7,22.2,2.3,6.3,86
1994-10-28,30.6,22.7,0.0,7.9,78
1994-10-29,30.4,22.3,0.0,7.3,76
1994-10-30,30.7,22.9,0.0,8.4,75
1994-10-31,29.9,21.5,0.0,10.4,77
1994-11-01,29.5,22.1,0.0,8.1,76
1994-11-02,26.9,21.6,0.5,10.4,72
1994-11-03,25.8,18.9,3.0,10.7,76
1994-11-04,29.1,19.9,0.0,10.4,73
1994-11-05,30.0,19.9,0.0,6.6,73
1994-11-06,29.6,22.1,0.2,10.8,74
1994-11-07,29.6,20.6,0.0,10.9,73
1994-11-08,28.8,20.5,0.1,10.5,75
1994-11-09,28.8,20.2,0.0,8.9,72
1994-11-10,29.1,20.1,0.0,9.7,73
1994-11-11,29.9,19.1,0.0,7.2,71
1994-11-12,29.7,19.8,0.0,6.1,71
1994-11-13,29.3,21.5,0.0,6.2,72
1994-11-14,29.2,20.3,0.0,6.9,72
1994-11-15,29.2,19.4,0.0,8.6,71
1994-11-16,29.1,19.6,0.4,9.4,74
1994-11-17,29.1,19.3,0.2,6.4,73
1994-11-18,28.8,18.5,0.0,6.0,67
1994-11-19,28.7,18.0,0.0,6.8,61
1994-11-20,28.3,16.1,0.0,8.3,60
1994-11-21,28.3,15.2,0.0,7.9,62
1994-11-22,28.1,16.8,0.1,10.1,65
1994-11-23,26.2,18.4,0.0,10.8,72
1994-11-24,25.9,18.7,0.0,15.8,76
1994-11-25,27.4,15.9,0.0,12.4,71
1994-11-26,27.3,14.7,0.0,8.7,66
1994-11-27,27.9,15.0,0.0,5.8,64
1994-11-28,28.6,16.2,0.0,5.8,64
1994-11-29,28.8,17.1,0.0,8.1,66
1994-11-30,29.3,18.0,0.0,8.8,64
1994-12-01,29.1,16.0,0.0,8.7,61
1994-12-02,28.1,15.5,0.0,8.2,61
1994-12-03,27.6,15.2,0.0,7.5,62
1994-12-04,27.6,15.8,0.0,6.2,64
1994-12-05,27.6,15.3,0.0,8.4,62
1994-12-06,27.3,14.5,0.0,7.6,62
1994-12-07,26.8,14.6,0.0,6.8,63
1994-12-08,28.1,14.4,0.0,8.0,62
1994-12-09,29.1,14.3,0.0,9.3,59
1994-12-10,29.8,14.5,0.0,9.6,60
1994-12-11,30.2,14.9,0.0,9.5,58
1994-12-12,27.7,15.0,0.0,12.9,62
1994-12-13,26.1,15.1,0.0,10.4,60
1994-12-14,26.3,13.2,0.0,8.1,59
1994-12-15,26.4,14.4,0.0,7.5,56
1994-12-16,26.2,13.3,0.0,8.4,58
1994-12-17,26.3,12.8,0.0,8.7,57
1994-12-18,26.5,12.8,0.0,10.2,59
1994-12-19,26.8,13.5,0.0,8.7,59
1994-12-20,26.5,13.7,0.0,8.3,58
1994-12-21,26.2,13.7,0.0,8.4,54
1994-12-22,25.9,12.7,0.0,8.3,56
1994-12-23,26.0,11.1,0.0,9.3,53
1994-12-24,26.0,10.9,0.0,6.8,53
1994-12-25,26.8,11.4,0.0,9.6,52
1994-12-26,27.6,12.0,0.0,8.4,51
1994-12-27,27.7,12.9,0.0,7.2,54
1994-12-28,27.6,15.8,0.0,7.4,59
1994-12-29,27.6,15.9,0.0,6.4,61
1994-12-30,27.5,16.8,0.0,10.6,65
1994-12-31,27.2,16.8,0.0,7.8,62
1995-01-01,26.5,15.5,0.0,8.0,63
1995-01-02,26.3,14.3,0.0,8.2,60
1995-01-03,26.0,14.1,0.0,9.4,68
1995-01-04,26.6,14.7,0.0,8.3,64
1995-01-05,27.4,15.7,0.0,8.5,58
1995-01-06,26.9,14.1,0.0,9.7,57
1995-01-07,26.2,17.1,0.0,12.2,59
1995-01-08,26.5,16.8,0.0,15.4,66
1995-01-09,21.8,18.4,10.1,15.8,81
1995-01-10,21.1,17.1,3.7,9.0,79
1995-01-11,25.9,16.0,0.9,8.4,72
1995-01-12,18.7,15.8,23.9,9.2,91
1995-01-13,22.4,13.8,0.0,10.4,79
1995-01-14,22.9,13.6,0.0,11.3,71
1995-01-15,23.4,12.9,0.0,8.2,69
1995-01-16,24.7,11.5,0.0,8.4,64
1995-01-17,24.8,13.3,0.0,7.3,69
1995-01-18,25.4,17.0,0.0,8.1,70
1995-01-19,24.6,12.7,0.0,7.8,69
1995-01-20,25.7,14.3,0.0,11.0,69
1995-01-21,27.3,13.0,0.0,13.2,67
1995-01-22,26.8,11.9,0.0,8.0,64
1995-01-23,25.8,14.3,0.3,7.6,78
1995-01-24,24.7,15.2,0.1,10.8,71
1995-01-25,26.3,13.5,0.0,8.0,64
1995-01-26,26.1,12.1,0.0,8.9,56
1995-01-27,27.0,12.8,0.0,8.8,53
1995-01-28,27.5,12.5,0.0,9.0,54
1995-01-29,28.1,12.5,0.0,6.6,53
1995-01-30,28.3,12.9,0.0,8.1,54
1995-01-31,28.2,14.3,0.0,7.3,60
1995-02-01,28.5,17.3,0.0,7.8,58
1995-02-02,28.3,16.9,0.0,5.4,61
1995-02-03,29.1,16.2,0.0,13.7,66
1995-02-04,29.2,17.5,0.0,13.2,68
1995-02-05,28.5,19.0,0.0,8.5,64
1995-02-06,29.0,17.2,0.0,6.0,63
1995-02-07,29.0,16.6,0.0,7.1,61
1995-02-08,29.4,18.4,0.0,10.6,58
1995-02-09,31.5,16.3,0.0,12.8,48
1995-02-10,32.4,17.1,0.0,8.1,45
1995-02-11,33.5,17.7,0.0,10.5,51
1995-02-12,33.5,19.1,0.0,12.1,58
1995-02-13,34.3,20.7,0.0,12.1,58
1995-02-14,34.9,21.3,0.0,14.5,50
1995-02-15,34.1,20.3,0.0,17.4,56
1995-02-16,30.3,20.8,0.0,11.1,56
1995-02-17,29.6,17.9,0.0,13.2,67
1995-02-18,27.4,19.8,6.7,15.8,84
1995-02-19,30.7,18.8,0.0,12.6,75
1995-02-20,31.1,20.3,0.0,9.7,71
1995-02-21,32.6,21.1,0.0,9.2,63
1995-02-22,32.6,21.7,0.0,13.4,69
1995-02-23,32.7,23.3,1.5,20.3,70
1995-02-24,31.5,19.9,0.0,12.3,55
1995-02-25,30.1,17.0,0.0,9.7,64
1995-02-26,31.4,19.5,0.0,11.4,66
1995-02-27,25.6,20.7,23.2,9.8,89
1995-02-28,31.0,20.1,1.2,10.7,74
1995-03-01,32.6,21.0,0.0,13.1,64
1995-03-02,32.1,18.2,0.0,11.6,57
1995-03-03,33.0,20.7,0.0,12.4,69
1995-03-04,33.1,21.1,0.0,11.0,71
1995-03-05,32.8,23.7,1.6,12.1,78
1995-03-06,32.7,23.0,4.7,11.2,80
1995-03-07,31.1,22.2,14.2,11.3,83
1995-03-08,29.4,21.0,0.3,10.7,72
1995-03-09,31.0,20.2,0.0,7.6,67
1995-03-10,30.9,21.8,0.0,11.8,62
1995-03-11,30.9,19.5,0.1,9.5,63
1995-03-12,30.1,21.3,0.0,8.6,77
1995-03-13,31.5,20.6,0.0,8.8,67
1995-03-14,32.7,21.5,0.0,11.4,68
1995-03-15,34.6,22.6,0.0,9.1,64
1995-03-16,35.7,23.2,0.0,15.7,61
1995-03-17,34.4,23.7,0.0,13.2,57
1995-03-18,35.8,22.4,0.0,10.4,50
1995-03-19,36.2,24.0,0.0,9.4,52
1995-03-20,37.2,24.4,0.0,13.6,47
1995-03-21,37.5,24.4,0.0,12.6,53
1995-03-22,37.8,24.8,0.0,10.7,48
1995-03-23,38.2,24.6,0.0,10.9,47
1995-03-24,39.2,24.3,0.0,13.0,49
1995-03-25,38.5,23.3,0.0,17.7,54
1995-03-26,34.8,22.9,0.1,22.3,53
1995-03-27,34.0,22.9,0.0,13.4,42
1995-03-28,36.0,23.1,0.0,13.4,47
1995-03-29,37.7,24.1,0.0,16.6,60
1995-03-30,37.9,24.5,0.0,14.5,61
1995-03-31,38.9,26.2,0.0,13.8,52
1995-04-01,36.1,25.6,4.2,10.3,73
1995-04-02,34.4,25.9,1.4,13.2,76
1995-04-03,35.6,25.3,5.3,12.3,72
1995-04-04,35.1,24.7,8.6,8.0,73
1995-04-05,33.0,24.4,5.6,13.4,77
1995-04-06,36.4,22.6,0.0,15.0,68
1995-04-07,37.4,24.2,0.0,14.9,64
1995-04-08,39.9,23.5,0.0,14.7,53
1995-04-09,39.1,24.7,0.0,18.4,66
1995-04-10,38.8,25.0,0.0,14.2,66
1995-04-11,39.0,25.2,0.0,11.2,55
1995-04-12,39.8,26.4,0.0,15.1,49
1995-04-13,38.8,26.5,0.0,13.7,46
1995-04-14,39.5,25.5,1.2,18.0,57
1995-04-15,38.0,26.0,1.3,11.9,62
1995-04-16,39.3,25.5,0.0,13.0,51
1995-04-17,40.2,25.5,0.0,14.6,52
1995-04-18,41.0,26.0,0.0,12.2,54
1995-04-19,40.3,25.2,0.0,14.5,55
1995-04-20,40.3,25.3,0.0,21.9,51
1995-04-21,37.5,25.0,0.0,13.8,45
1995-04-22,39.0,25.8,0.0,13.4,56
1995-04-23,40.3,26.1,0.0,15.8,58
1995-04-24,41.0,26.3,0.0,15.7,52
1995-04-25,41.2,27.2,1.4,17.8,57
1995-04-26,40.8,25.6,1.9,19.2,65
1995-04-27,39.8,26.0,0.7,17.3,67
1995-04-28,40.9,26.4,0.0,17.0,61
1995-04-29,40.6,26.6,1.3,16.8,59
1995-04-30,41.7,26.5,0.0,13.1,51
1995-05-01,41.0,27.5,2.2,11.4,59
1995-05-02,39.1,28.3,0.0,13.5,58
1995-05-03,40.1,27.1,0.8,13.0,57
1995-05-04,37.9,27.8,3.7,11.2,64
1995-05-05,37.5,28.3,1.0,14.0,60
1995-05-06,38.1,27.8,0.5,16.7,61
1995-05-07,36.8,27.4,0.1,13.3,66
1995-05-08,34.4,27.0,0.2,11.5,68
1995-05-09,31.6,24.7,49.4,12.5,87
1995-05-10,25.6,24.6,90.6,21.7,96
1995-05-11,28.6,24.4,13.0,16.3,93
1995-05-12,26.0,24.6,40.4,15.0,97
1995-05-13,28.9,24.4,12.9,18.2,92
1995-05-14,27.9,25.9,8.3,20.7,90
1995-05-15,27.5,25.8,63.7,24.5,92
1995-05-16,30.1,25.1,22.3,25.6,83
1995-05-17,35.6,26.6,0.0,18.1,66
1995-05-18,35.3,23.8,0.0,16.3,53
1995-05-19,35.8,22.7,0.0,10.4,66
1995-05-20,35.1,25.2,0.0,10.5,75
1995-05-21,36.0,25.3,0.0,12.6,76
1995-05-22,36.5,25.1,0.0,12.2,77
1995-05-23,35.9,25.8,0.0,13.8,78
1995-05-24,36.1,26.2,0.0,12.7,77
1995-05-25,35.6,26.9,0.0,13.3,77
1995-05-26,37.0,26.5,0.0,13.7,73
1995-05-27,37.3,26.5,0.0,13.3,71
1995-05-28,37.7,26.8,0.0,14.5,73
1995-05-29,37.9,26.8,0.0,14.4,73
1995-05-30,37.0,26.0,0.0,14.9,77
1995-05-31,35.9,27.5,0.0,15.2,78
1995-06-01,35.8,28.0,0.0,15.4,77
1995-06-02,35.9,28.2,0.0,17.2,76
1995-06-03,34.6,28.4,0.0,18.1,78
1995-06-04,35.8,28.2,0.0,18.4,77
1995-06-05,37.1,28.7,0.0,16.9,77
1995-06-06,38.0,28.4,0.0,14.3,75
1995-06-07,36.6,29.0,0.0,12.7,74
1995-06-08,37.7,28.4,0.0,13.3,74
1995-06-09,36.1,29.8,0.0,11.4,75
1995-06-10,34.9,29.9,0.0,9.4,74
1995-06-11,38.1,28.7,0.0,11.9,61
1995-06-12,32.4,29.3,0.0,12.6,78
1995-06-13,33.0,28.5,0.0,19.5,77
1995-06-14,35.7,27.1,0.1,16.2,74
1995-06-15,35.5,27.5,0.0,18.0,75
1995-06-16,35.8,28.3,0.0,18.4,75
1995-06-17,35.7,28.7,10.2,16.5,82
1995-06-18,34.9,27.6,0.3,10.8,76
1995-06-19,34.0,27.9,6.6,12.1,78
1995-06-20,31.5,27.6,10.3,14.4,82
1995-06-21,30.2,26.1,19.3,12.7,87
1995-06-22,29.4,25.0,26.4,11.1,91
1995-06-23,29.0,25.0,56.6,18.6,90
1995-06-24,32.0,25.6,10.9,11.9,86
1995-06-25,32.9,26.0,1.7,10.4,87
1995-06-26,32.9,26.6,3.7,11.2,85
1995-06-27,32.6,26.6,9.5,8.8,85
1995-06-28,32.5,26.0,7.2,10.2,85
1995-06-29,31.5,26.3,7.2,10.2,85
1995-06-30,31.6,26.7,6.5,10.4,87
1995-07-01,31.6,25.8,14.0,16.9,87
1995-07-02,28.9,25.9,26.8,11.5,93
1995-07-03,31.7,27.2,0.2,16.0,85
1995-07-04,35.0,27.2,0.0,12.0,75
1995-07-05,34.5,27.5,3.4,10.1,80
1995-07-06,33.3,26.8,7.2,9.0,86
1995-07-07,32.8,27.0,5.7,12.0,86
1995-07-08,32.5,26.5,2.6,10.0,85
1995-07-09,32.7,26.9,7.3,8.4,85
1995-07-10,31.1,26.2,3.1,12.1,87
1995-07-11,29.7,25.6,8.8,10.3,88
1995-07-12,31.5,25.6,4.8,10.2,88
